speaker,text,transcripts-id
Andy," surface of the plateau like joey and others who are uncomfortable and resist the urge like Chandler no end on chandler's words when joey steps into the map chandler's kind of horrified by this, and he looks on and says, if you see a little version of me in there, kill it.",20210524-180444
Andy," Matters what a place to invest, well, I think the conclusion, though it yeah definitely about platform ISM but the conclusion that we draw it in the paper that unfortunately we didn't upload in time.",20210524-180444
Andy, Is that what what writing can occur when you're writing with the awareness of the processes of the edge that will allow your work to be seen in a in a particular way and it creates your audience for you.,20210524-180444
Andy, it's not it's not a democratizing space in any in any way your audience is filtered by this edge rank.,20210524-180444
Andy," So what writing can occur when you write with the awareness of the processes of the edge, knowing that the that the activity.",20210524-180444
Andy," Is the data you're transacting, this is the exchange that you sign off on on the terms of service, when you become a user and you enact the platform ISM and then, knowing that you have zero space to reprogram your communication spaces so that's I guess the question is, how can we write.",20210524-180444
Andy, In against.,20210524-180444
Andy, The platform yeah.,20210524-180444
Andy," That was it, I think we we thought five minutes wasn't very much we just thought would add live.",20210524-180444
Andy, Thank you.,20210524-180444
Anne Karhio, Thank you Karen Thank you and I actually think.,20210524-180444
Anne Karhio, It was the perfect concluding presentation for the panel.,20210524-180444
Anne Karhio, Because I feel there is there is.,20210524-180444
Anne Karhio," there's the home opposition or balance to be a phone between platform is an online platforms and mobile platform as enabling and as tools for resistance to marginalization and democracy, and so on.",20210524-180444
Anne Karhio," Which is a valid approach, but equally valid is the question of who controls platform platforms, who controls their design who decides what we see who sees our.",20210524-180444
Anne Karhio," Products of our creative work and here's our voice, so I think that tension is something that might be interesting.",20210524-180444
Anne Karhio," To discuss as well, a little bit from the point of view of all of the.",20210524-180444
Anne Karhio, presentations or or in the context of all of the topics covered here.,20210524-180444
